customer;state;gender;education;customer_lifetime_value;income;monthly_premium_auto;policy_type;vehicle_class;total_claim_amount;number_of_open_complaints
AS55677;California;F;High School or Below;833899;70534;104;Personal Auto;Four-Door Car;54;0
WA15684;Oregon;M;College;3844585;27398;125;Personal Auto;SUV;600;1
SA50567;Nevada;M;Bachelor;544855;85296;68;Personal Auto;Four-Door Car;342;0
KJ31611;Arizona;M;High School or Below;1080806;31063;92;Personal Auto;Four-Door Car;441;0
VL37375;California;M;Bachelor;618509;0;92;Personal Auto;Two-Door Car;1027;0
KN21017;Nevada;M;High School or Below;320822;52367;81;Personal Auto;Four-Door Car;275;0
PX44289;Arizona;M;College;548010;58651;71;Personal Auto;Four-Door Car;472;0
AM97901;Nevada;F;College;2298615;84831;192;Special Auto;Luxury;1336;0
RE42925;Oregon;M;Bachelor;1310792;49088;114;Corporate Auto;SUV;547;1
TR81766;California;F;College;746292;70263;93;Corporate Auto;Two-Door Car;7;0
CH85057;Oregon;F;Doctor;1146399;45354;285;Personal Auto;Luxury;540;0
UP71482;Arizona;M;High School or Below;723613;0;63;Personal Auto;Four-Door Car;383;0
EG40670;California;F;Bachelor;623268;28334;83;Special Auto;Four-Door Car;537;0
HV83672;Oregon;F;Bachelor;2839332;38772;90;Personal Auto;Four-Door Car;321;0
MG10140;Oregon;F;College;374675;41479;94;Personal Auto;Two-Door Car;19;1
TC44716;California;M;Bachelor;2156933;23909;119;Personal Auto;SUV;571;0
QO65264;California;M;College;501208;48328;63;Personal Auto;Two-Door Car;108;0
EB66698;California;M;High School or Below;337185;86689;85;Corporate Auto;Two-Door Car;408;0
OT52034;California;M;Bachelor;386477;24204;99;Personal Auto;Four-Door Car;707;1
CH85444;Oregon;M;College;414571;25943;110;Corporate Auto;Two-Door Car;1067;0
PU85769;California;M;High School or Below;515607;0;73;Personal Auto;Four-Door Car;807;0
UI73201;California;M;College;366737;62375;92;Personal Auto;Two-Door Car;618;0
SL50592;California;F;High School or Below;783568;0;71;Corporate Auto;Four-Door Car;404;0
XP11075;Arizona;M;Bachelor;1456726;0;148;Personal Auto;SUV;710;0
SI31236;Oregon;M;Bachelor;1017133;70200;65;Corporate Auto;Four-Door Car;312;0
JN26745;Nevada;F;Bachelor;413577;0;112;Special Auto;Four-Door Car;707;0
VK48036;Oregon;F;College;551149;79027;70;Corporate Auto;Four-Door Car;336;0
JX76668;Washington;F;High School or Below;1131424;62935;141;Personal Auto;Luxury;232;0
DS45802;California;F;High School or Below;541461;26893;68;Personal Auto;Four-Door Car;68;0
OA96690;Oregon;F;High School or Below;742159;47406;94;Personal Auto;Four-Door Car;287;1
EM27919;California;M;Bachelor;445811;17622;65;Personal Auto;Four-Door Car;312;1
QO41043;Oregon;F;College;1447612;27572;124;Corporate Auto;SUV;595;0
OV50124;Oregon;F;College;493688;0;72;Personal Auto;Two-Door Car;391;2
PR31642;Oregon;F;Bachelor;452527;32802;114;Personal Auto;SUV;547;0
BU41599;Washington;F;Master;558176;62739;70;Personal Auto;Two-Door Car;239;0
TK30357;California;F;Bachelor;1413434;90844;118;Personal Auto;SUV;232;0
NF31087;Nevada;F;High School or Below;2472318;44685;69;Personal Auto;Four-Door Car;331;0
NH16984;California;F;Bachelor;283806;0;80;Personal Auto;Four-Door Car;336;0
OS75493;California;F;High School or Below;384848;42589;98;Corporate Auto;Four-Door Car;470;0
VT63298;Oregon;M;Bachelor;1950447;0;72;Personal Auto;Four-Door Car;345;0
QS75550;Washington;F;Bachelor;248004;93383;62;Corporate Auto;Two-Door Car;244;0
SZ16483;Arizona;F;High School or Below;436137;79583;109;Personal Auto;Four-Door Car;523;2
VM92311;Arizona;F;High School or Below;252907;89129;64;Personal Auto;Four-Door Car;328;0
NJ46849;Arizona;M;College;250444;0;69;Personal Auto;Four-Door Car;496;0
WZ31900;Oregon;F;Bachelor;864970;94389;107;Corporate Auto;SUV;85;0
RG30482;Oregon;F;College;1366835;0;197;Personal Auto;SUV;1418;0
ZM86949;Oregon;F;High School or Below;2063508;84106;64;Personal Auto;Two-Door Car;334;0
QQ39596;Arizona;F;College;251753;0;69;Personal Auto;Four-Door Car;42;0
FH51383;California;F;High School or Below;532667;76717;66;Personal Auto;Two-Door Car;300;0
BJ53923;Arizona;M;High School or Below;260027;51978;66;Corporate Auto;Four-Door Car;144;0
CZ96653;Oregon;F;Bachelor;853479;47325;107;Personal Auto;SUV;64;0
FB23788;Oregon;M;High School or Below;882883;86721;111;Corporate Auto;SUV;532;0
NT43594;Nevada;F;Bachelor;224844;24910;63;Personal Auto;Four-Door Car;347;1
RJ85627;Washington;F;Bachelor;1230276;43817;62;Personal Auto;Four-Door Car;245;1
KJ86296;Oregon;M;High School or Below;455659;0;73;Personal Auto;Four-Door Car;525;2
PI47776;Oregon;F;Bachelor;253070;89451;63;Corporate Auto;Four-Door Car;61;0
MD73554;California;M;College;525198;59537;66;Personal Auto;Two-Door Car;316;0
UX92071;Oregon;M;High School or Below;674311;0;199;Personal Auto;Luxury;955;0
YG44474;Oregon;M;College;1401472;54193;117;Corporate Auto;SUV;720;0
UH45301;Oregon;M;College;943891;86946;118;Personal Auto;Four-Door Car;340;0
RY92647;California;F;Bachelor;1050677;0;92;Personal Auto;Four-Door Car;546;0
IK12620;Arizona;F;High School or Below;421391;12160;109;Personal Auto;Four-Door Car;489;0
GQ66762;California;M;College;477368;33701;63;Personal Auto;Four-Door Car;171;0
YT69858;Washington;F;Bachelor;544142;85702;67;Personal Auto;Two-Door Car;249;0
XD85577;California;M;Bachelor;284226;69417;73;Personal Auto;Four-Door Car;30;1
TM65736;Oregon;M;Master;305955;38644;78;Personal Auto;Four-Door Car;361;1
VJ51327;California;F;High School or Below;2031499;63209;102;Personal Auto;SUV;207;2
GS98873;Arizona;F;Bachelor;323912;16061;88;Personal Auto;Four-Door Car;633;0
CW49887;California;F;Master;462680;79487;114;Special Auto;SUV;547;0
MY31220;California;F;College;899704;54230;112;Personal Auto;Two-Door Car;537;0
